
 Lista de Imóveis da Caixa;;Data de geração:;10/06/2024;;;;;;;
 8444404325417 ;SP ;ARACATUBA ;CENTRO ;RUA JOAO FERRARI, N. 40, LT 23 QD P ;107.000,00;107.000,00;0.00;Casa, 0.00 de área total, 40.28 de área privativa, 170.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404325417
 8787702365592 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2020, Apto 404, BL 13 BOX 284 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 44.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702365592
 8787704377180 ;SP ;ARACATUBA ;FAZENDA DO ESTADO ;ESTRADA VICINAL FAUSE CHADE, N. 471, Apto 402, BL 22 BOX 274 ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704377180
 8787711824804 ;SP ;ARACATUBA ;CHACARAS TV ;RUA NOEL ROSA, N. 719, Apto 403, BL 08 ;139.000,00;139.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711824804
 8787708308809 ;SP ;ARACATUBA ;CHACARAS DE RECREIO MONTEIRO ;RUA ANSELMO CANATO, N. 93, LT 13, QD K ;139.000,00;139.000,00;0.00;Casa, 0.00 de área total, 49.18 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708308809
 8787703947510 ;SP ;ARACATUBA ;SANTA LUZIA ;ESTRADA VICINAL FAUSE CHADE, N. 471, Apto 404, BL 15 ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703947510
 8444423940270 ;SP ;ARACATUBA ;AGUA BRANCA I ;RUA AUREA DE OLIVEIRA DOS SANTOS, N. 1148, QD Y LT 15 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 62.30 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423940270
 8444415989931 ;SP ;ARACATUBA ;CENTRO ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 174, Apto 103, BL 03 ;141.704,73;140.000,00;0.00;Apartamento, 0.00 de área total, 47.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415989931
 8787709831904 ;SP ;ARACATUBA ;JARDIM PAULISTA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 301, BL 15 ;138.689,00;135.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709831904
 8787711494723 ;SP ;ARACATUBA ;CHACARAS TV ;RUA NOEL ROSA, N. 719, Apto 202, BL 07 ;126.122,44;120.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711494723
 8787709260320 ;SP ;ARACATUBA ;GOULART ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 304, BL 20 ;139.534,71;130.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709260320
 8555529221317 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL PEDRO PERRI ;RUA HONORIO DE OLIVEIRA CAMARGO JUNIOR, N. 420, Apto 4, BL 03 ;117.448,00;105.000,00;0.00;Apartamento, 0.00 de área total, 52.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529221317
 8787702895117 ;SP ;ARACATUBA ;JARDIM PAULISTA ;ESTRADA FAUSE CHADE, N. 471, Apto 302, BL 13 BOX 158 ;125.810,00;110.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702895117
 10004115 ;SP ;ARARAQUARA ;VILA XAVIER (VILA XAVIER) ;RUA CEARA, N. 273, QD G LT 04 ;102.500,00;205.000,00;50.00;Comercial, 0.00 de área total, 120.00 de área privativa, 300.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10004115
 8555506990560 ;SP ;ARARAQUARA ;JARDIM UNIVERSAL ;RUA AMERICO ANDRIAO N 44 AREA E LOTE 04 E 05 QUADR, N. 44, AREA E PT LT 0405 QD 25 ;96.339,00;170.000,00;43.33;Casa, 0.00 de área total, 60.80 de área privativa, 189.63 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555506990560
 8787708189753 ;SP ;ARARAQUARA ;JARDIM BRASILIA VILA ;AVENIDA AVENIDA ANTONIO ORLANDO, N. 762, Apto 3, PAVIMENTO TIPO N 32 3 ANDAR OU 4 PAVIM ;83.400,00;139.000,00;40.00;Apartamento, 0.00 de área total, 39.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708189753
 8787704426769 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES N 459 APARTAMENTO 34 PAVIM, N. 459, Apto 34, PAV 3 BL A TORRE 5 ;78.000,00;130.000,00;40.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704426769
 8555537519915 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 401, BL 17 3 ANDAR ;73.200,00;122.000,00;40.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537519915
 8555538225133 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AV APROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 372, Apto 2, BL E TORRE 02 ;94.440,00;150.000,00;37.04;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538225133
 1555527958764 ;SP ;ARARAQUARA ;JARDIM ARCO-IRIS ;AVENIDA DO AEROPORTO ATUAL AV. PEDRO MORELLI E A, QD04, LT03 ;552.976,00;856.000,00;35.40;Terreno, 2007.38 de área total, 0.00 de área privativa, 2007.38 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527958764
 8555538040737 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROF GUSTAVO FLEURY CHARMILLOT, N. 372, Apto 1, BLOCO D ;93.100,00;133.000,00;30.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538040737
 8787707902260 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA RUA ALESSIO SANTINI, N. 260, Apto 13, 1 PAVIMENTO OU 1 ANDAR DO BLOCO A DA T ;101.500,00;145.000,00;30.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707902260
 10140904 ;SP ;ARARAQUARA ;JARDIM GARDENIAS ;RUA MARIA CRISTINA LEMOS GIRALDI, N. S/N, LOTE 10, QUADRA 10 ;408.800,00;584.000,00;30.00;Terreno, 0.00 de área total, 0.00 de área privativa, 2163.98 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10140904
 8787702192175 ;SP ;ARARAQUARA ;JARDIM AMERICA VILA ;AVENIDA AMERICA, N. 917, Apto 104, BL 10 ;94.987,21;125.000,00;24.02;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702192175
 8787706505836 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 104, BL 28 ;108.710,93;140.000,00;22.35;Apartamento, 0.00 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706505836
 8555540015230 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 102, PAVIMENTO 1  BLOCO 4 ;109.019,67;133.712,06;18.47;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540015230
 8787702795260 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 604, Apto 33, BL A TORRE I ;138.442,83;154.000,00;10.11;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702795260
 8555539003193 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 203, BLOCO 6 ;118.779,22;130.000,00;8.64;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539003193
 8787709437769 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARIA LUCIA CABRERA, N. 173, Apto 104, BL 16 ;127.239,96;135.000,00;5.75;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709437769
 1555522454814 ;SP ;ARARAQUARA ;JARDIM DO CARMO ;RUA COMENDADOR PEDRO MORGANTI, N. 3241, Apto 302, BL 02 ;149.000,00;149.000,00;0.00;Apartamento, 0.00 de área total, 63.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555522454814
 8787704337324 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES  14 BTORRE 6, N. 459, Apto 14, PAVIMENTO 1  1 ANDAR BLOCO B  TORRE 6 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704337324
 8787708031602 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 3, BL B TR 01 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708031602
 8787708258860 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 32, BL B TORRE 1 ;159.500,00;159.500,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708258860
 8787708374593 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL C TORRE 2 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708374593
 8787703835339 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA NOSSA SENHORA DAS GRACAS, N. 563, Apto 1410, . ;240.000,00;240.000,00;0.00;Apartamento, 0.00 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703835339
 8787704270998 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA NOSSA SENHORA DAS GRACAS, N. 563, Apto 612, 0 ;220.000,00;220.000,00;0.00;Apartamento, 0.00 de área total, 51.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704270998
 8555538134863 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 303, 3 PAV, BL 15, 2 ANDAR ;128.000,00;128.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538134863
 8555538254729 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 301, BL 15 ;120.000,00;120.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538254729
 10177950 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;AVENIDA NELSON MARIOTTINI (ANTIGA AVENIDA I), N. 00, QD 06, LT 14 ;317.000,00;317.000,00;0.00;Casa, 0.00 de área total, 140.00 de área privativa, 264.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10177950
 8555538051402 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 372, Apto 3, BL C TORRE 01 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538051402
 8787702174126 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 112, Apto 2, BL C TORRE 02 ;156.000,00;156.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702174126
 8787703264072 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 112, Apto 11, BL D, TORRE 3 ;155.500,00;155.500,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703264072
 8787707769420 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 2, BL F TORRE 3 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707769420
 10142160 ;SP ;ARARAQUARA ;JARDIM DOS FLAMBOYANTS ;AVENIDA SARGENTO POLICIA MILITAR LUIZ PERCIO DAM, N. S/N, QUADRA A, LOTE 30 ;185.000,00;185.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 308.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142160
 10142161 ;SP ;ARARAQUARA ;JARDIM DOS FLAMBOYANTS ;AVENIDA MARIA DE LOURDES SILVA CAMARINI, N. 10, LOTE 10, QUADRA M ;169.500,00;169.500,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 308.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142161
 1555513827794 ;SP ;ARARAQUARA ;JARDIM SERRA AZUL ;AVENIDA TENENTE PM CIRO MONTEIRO DA SILVA, N. 724, LT226 QDL ;142.500,00;142.500,00;0.00;Casa, 0.00 de área total, 69.99 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555513827794
 8787704301974 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA D, N. 173, Apto 302, BL 12 ;166.000,00;166.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704301974
 8787704412725 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA D, N. 173, Apto 103, 1PAV BL10 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704412725
 8787704947920 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA D, N. 173, Apto 402, BLOCO 15 ;144.500,00;144.500,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704947920
 8555537856733 ;SP ;ARARAQUARA ;JARDIM SAO BENTO ;AVENIDA AUGUSTO BERNARDI, N. 1160, LT 14, QD H ;133.900,00;133.900,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 249.04 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537856733
 8555538962057 ;SP ;ARARAQUARA ;JARDIM SAO BENTO ;AVENIDA CONCEICAO NUNES AFFONSO ANTIGO RUA 03, N. 50 ;185.000,00;185.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538962057
 8444424418739 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JATOBA ;AVENIDA TENENTE JOVEM BENEDICTO DE MORAES, N. 77, LT 208 QD H ;195.000,00;195.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424418739
 8787706222648 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JARDIM IPANEMA ;AVENIDA SEBASTIAO GERALDO CARDOZO TIAO, N. 200, LT 494, QD 15, ANTIGA AVENIDA 03 ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 43.33 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706222648
 8787704567478 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 4, BLC TORRE 6 ;147.027,34;147.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704567478
 8787710373957 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA  ARISTIDES FERNANDES, N. 485, Apto 3, BL D TORRE 1 ;154.195,44;154.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710373957
 8555538808163 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 201, PAV 02, BL 05 ;141.433,00;140.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538808163
